COUNTY,fips,cases
Wallowa,41063,1574
Wasco,41065,6699
Washington,41067,122183
Wheeler,41069,303
Yamhill,41071,22847
Adams,42001,31571
Allegheny,42003,339278
Armstrong,42005,18359
Beaver,42007,48961
Bedford,42009,12829
Berks,42011,126762
Blair,42013,35128
Bradford,42015,20706
Bucks,42017,156184
Butler,42019,55115
Cambria,42021,43370
Cameron,42023,1026
Carbon,42025,20204
Centre,42027,44096
Chester,42029,117738
Clarion,42031,9900
Clearfield,42033,24365
Clinton,42035,11150
Columbia,42037,19666
Crawford,42039,24824
Cumberland,42041,62958
Dauphin,42043,72549
Delaware,42045,141708
Elk,42047,8586
Erie,42049,71921
Fayette,42051,38968
Forest,42053,2546
Franklin,42055,51554
Fulton,42057,5064
Greene,42059,10673
Huntingdon,42061,13861
Indiana,42063,21841
Jefferson,42065,11227
Juniata,42067,5739
Lackawanna,42069,59044
Lancaster,42071,150606
Lawrence,42073,23140
Lebanon,42075,45581
Lehigh,42077,111477
Luzerne,42079,94667
Lycoming,42081,34912
McKean,42083,9800
Mercer,42085,28320
Mifflin,42087,15135
Monroe,42089,48095
Montgomery,42091,199904
Montour,42093,5972
Northampton,42095,100002
Northumberland,42097,28625
Perry,42099,10417
Philadelphia,42101,393989
Pike,42103,13406
Potter,42105,3877
Schuylkill,42107,42583
Snyder,42109,9740
Somerset,42111,22228
Sullivan,42113,1388
Susquehanna,42115,10110
Tioga,42117,10165
Union,42119,13541
Venango,42121,13805
Warren,42123,9711
Washington,42125,63537
Wayne,42127,13334
Westmoreland,42129,99118
Wyoming,42131,6548
York,42133,147609
Adjuntas,72001,6947
Aguada,72003,13009
Aguadilla,72005,16662
Aguas Buenas,72007,8545
Aibonito,72009,8563
Anasco,72011,8572
Arecibo,72013,30148
Arroyo,72015,5820
Barceloneta,72017,7790
Barranquitas,72019,9930
Bayamon,72021,68897
Cabo Rojo,72023,14525
Caguas,72025,45419
Camuy,72027,11663
Canovanas,72029,13426
Carolina,72031,52757
Catano,72033,7651
Cayey,72035,15037
Ceiba,72037,3384
Ciales,72039,5488
Cidra,72041,14518
Coamo,72043,12011
Comerio,72045,6202
Corozal,72047,12626
Culebra,72049,545
Dorado,72051,12975
Fajardo,72053,10100
Florida,72054,5057
Guanica,72055,4003
Guayama,72057,12454
Guayanilla,72059,6068
Guaynabo,72061,31365
Gurabo,72063,15160
Hatillo,72065,12271
Hormigueros,72067,5195
Humacao,72069,17733
Isabela,72071,14486
Jayuya,72073,5849
Juana Diaz,72075,15014
Juncos,72077,13196
Lajas,72079,7135
Lares,72081,11575
Las Marias,72083,2956
Las Piedras,72085,12613
Loiza,72087,5876
Luquillo,72089,5396
Manati,72091,13062
Maricao,72093,1666
Maunabo,72095,3448
Mayaguez,72097,23116
Moca,72099,13588
Morovis,72101,9533
Naguabo,72103,7488
Naranjito,72105,10241
Orocovis,72107,6819
Patillas,72109,5928
Penuelas,72111,5954
Ponce,72113,42624
Quebradillas,72115,9174
Rincon,72117,4532
Rio Grande,72119,14858
Sabana Grande,72121,6654
Salinas,72123,8917
San German,72125,9437
San Juan,72127,105511
San Lorenzo,72129,12231
San Sebastian,72131,14480
Santa Isabel,72133,6928
Toa Alta,72135,22741
Toa Baja,72137,25530
Trujillo Alto,72139,20037
Unknown,,27798
Utuado,72141,8485
Vega Alta,72143,12591
Vega Baja,72145,20862
Vieques,72147,1879
Villalba,72149,7740
Yabucoa,72151,10572
Yauco,72153,11756
Bristol,44001,17760
Kent,44003,64316
Newport,44005,26465
Providence,44007,278320
Unknown,,30183
Washington,44009,43001
Abbeville,45001,7817
Aiken,45003,52352
Allendale,45005,2428
Anderson,45007,70091
Bamberg,45009,4289
Barnwell,45011,6800
Beaufort,45013,54142
Berkeley,45015,66307
Calhoun,45017,3610
Charleston,45019,139091
Cherokee,45021,18496
Chester,45023,12689
Chesterfield,45025,14922
Clarendon,45027,10787
Colleton,45029,11414
Darlington,45031,22320
Dillon,45033,11758
Dorchester,45035,71200
Edgefield,45037,8409
Fairfield,45039,7669
Florence,45041,50491
Georgetown,45043,19801
Greenville,45045,206753
Greenwood,45047,26862
Hampton,45049,6062
Horry,45051,120836
Jasper,45053,7289
Kershaw,45055,27915
Lancaster,45057,31520
Laurens,45059,23048
Lee,45061,5105
Lexington,45063,123984
Marion,45067,10675
Marlboro,45069,9928
McCormick,45065,2753
Newberry,45071,16467
Oconee,45073,29053
Orangeburg,45075,29668
Pickens,45077,54619
Richland,45079,160988
Saluda,45081,4678
Spartanburg,45083,117191
Sumter,45085,35596
Union,45087,9939
Williamsburg,45089,10395
York,45091,95524
Aurora,46003,897
Beadle,46005,5568
Bennett,46007,946
Bon Homme,46009,2563
Brookings,46011,9495
Brown,46013,12142
Brule,46015,1684
Buffalo,46017,693
Butte,46019,3248
Campbell,46021,306
Charles Mix,46023,3652
Clark,46025,974
Clay,46027,3945
Codington,46029,10604
Corson,46031,1194
Custer,46033,2488
Davison,46035,7063
Day,46037,1512
Deuel,46039,1198
Dewey,46041,3423
Douglas,46043,823
Edmunds,46045,1067
Fall River,46047,2489
Faulk,46049,712
Grant,46051,2414
Gregory,46053,1219
Haakon,46055,531
Hamlin,46057,1792
Hand,46059,677
Hanson,46061,742
Harding,46063,222
Hughes,46065,5098
Hutchinson,46067,2029
Hyde,46069,361
Jackson,46071,743
Jerauld,46073,488
Jones,46075,195
Kingsbury,46077,1566
Lake,46079,2627
Lawrence,46081,7768
Lincoln,46083,17448
Lyman,46085,1431
Marshall,46091,954
McCook,46087,1499
McPherson,46089,533
Meade,46093,8371
Mellette,46095,653
Miner,46097,537
Minnehaha,46099,65081
Moody,46101,1688
Oglala Lakota,46102,5029
Pennington,46103,38832
Perkins,46105,804
Potter,46107,806
Roberts,46109,2845
Sanborn,46111,674
Spink,46115,1691
Stanley,46117,736
Sully,46119,268
Todd,46121,3907
Tripp,46123,1707
Turner,46125,2285
Union,46127,4367
Walworth,46129,1498
Yankton,46135,6971
Ziebach,46137,716
Anderson,47001,27928
Bedford,47003,18149
Benton,47005,5661
Bledsoe,47007,5405
Blount,47009,49362
Bradley,47011,39140
Campbell,47013,15947
Cannon,47015,5198
Carroll,47017,11656
Carter,47019,21531
Cheatham,47021,13183
Chester,47023,7127
Claiborne,47025,11234
Clay,47027,2657
Cocke,47029,14810
Coffee,47031,20997
Crockett,47033,6514
Cumberland,47035,19547
Davidson,47037,235153
DeKalb,47041,7756
Decatur,47039,4567
Dickson,47043,20184
Dyer,47045,15736
Fayette,47047,14228
Fentress,47049,7067
Franklin,47051,16157
Gibson,47053,21905
Giles,47055,11509
Grainger,47057,8284
Greene,47059,27945
Grundy,47061,4635
Hamblen,47063,24654
Hamilton,47065,121880
Hancock,47067,2636
Hardeman,47069,9524
Hardin,47071,10879
Hawkins,47073,21670
Haywood,47075,8047
Henderson,47077,11135
Henry,47079,10192
Hickman,47081,8541
Houston,47083,3058
Humphreys,47085,6135
Jackson,47087,3898
Jefferson,47089,19768
Johnson,47091,6102
Knox,47093,159542
Lake,47095,3179
Lauderdale,47097,9424
Lawrence,47099,16955
Lewis,47101,4158
Lincoln,47103,11787
Loudon,47105,18804
Macon,47111,10387
Madison,47113,39662
Marion,47115,11081
Marshall,47117,12716
Maury,47119,35024
McMinn,47107,20028
McNairy,47109,9561
Meigs,47121,4165
Monroe,47123,18312
Montgomery,47125,63508
Moore,47127,2740
Morgan,47129,7832
Obion,47131,13474
Overton,47133,8670
Perry,47135,2805
Pickett,47137,2194
Polk,47139,5642
Putnam,47141,29712
Rhea,47143,11799
Roane,47145,19649
Robertson,47147,26025
Rutherford,47149,116796
Scott,47151,12185
Sequatchie,47153,5157
Sevier,47155,36596
Shelby,47157,298393
Smith,47159,7318
Stewart,47161,3771
Sullivan,47163,60173
Sumner,47165,65433
Tipton,47167,22013
Trousdale,47169,4731
Unicoi,47171,6809
Union,47173,6996
Unknown,,38392
Van Buren,47175,2254
Warren,47177,15807
Washington,47179,49863
Wayne,47181,6882
Weakley,47183,11836
White,47185,9871
Williamson,47187,76054
Wilson,47189,51488
Anderson,48001,10960
Andrews,48003,5090
Angelina,48005,17074
Aransas,48007,5546
Archer,48009,2642
Armstrong,48011,694
Atascosa,48013,15729
Austin,48015,7001
Bailey,48017,1763
Bandera,48019,4306
Bastrop,48021,27300
Baylor,48023,936
Bee,48025,9975
Bell,48027,86288
Bexar,48029,697825
Blanco,48031,3217
Borden,48033,124
Bosque,48035,4891
Bowie,48037,24652
Brazoria,48039,116966
Brazos,48041,75119
Brewster,48043,1362
Briscoe,48045,579
Brooks,48047,2080
Brown,48049,15257
Burleson,48051,6125
Burnet,48053,13607
Caldwell,48055,17740
Calhoun,48057,7071
Callahan,48059,3501
Cameron,48061,135153
Camp,48063,3589
Carson,48065,1752
Cass,48067,8920
Castro,48069,2808
Chambers,48071,12835
Cherokee,48073,9885
Childress,48075,3053
Clay,48077,2528
Cochran,48079,1038
Coke,48081,1083
Coleman,48083,2080
Collin,48085,276298
Collingsworth,48087,897
Colorado,48089,4553
Comal,48091,43276
Comanche,48093,4046
Concho,48095,1398
Cooke,48097,8549
Coryell,48099,21378
Cottle,48101,392
Crane,48103,1554
Crockett,48105,1396
Crosby,48107,2304
Culberson,48109,554
Dallam,48111,2446
Dallas,48113,695599
Dawson,48115,3582
DeWitt,48123,7311
Deaf Smith,48117,5824
Delta,48119,2064
Denton,48121,224865
Dickens,48125,522
Dimmit,48127,6204
Donley,48129,1319
Duval,48131,4362
Eastland,48133,3428
Ector,48135,44044
Edwards,48137,582
El Paso,48141,255745
Ellis,48139,57817
Erath,48143,9993
Falls,48145,4498
Fannin,48147,8116
Fayette,48149,5493
Fisher,48151,731
Floyd,48153,2355
Foard,48155,254
Fort Bend,48157,245680
Franklin,48159,2671
Freestone,48161,4313
Frio,48163,6677
Gaines,48165,2400
Galveston,48167,119850
Garza,48169,1503
Gillespie,48171,6282
Glasscock,48173,234
Goliad,48175,1567
Gonzales,48177,5365
Gray,48179,7100
Grayson,48181,31734
Gregg,48183,27185
Grimes,48185,10203
Guadalupe,48187,45702
Hale,48189,8468
Hall,48191,1304
Hamilton,48193,2107
Hansford,48195,2337
Hardeman,48197,649
Hardin,48199,14661
Harris,48201,1273537
Harrison,48203,15821
Hartley,48205,1502
Haskell,48207,1132
Hays,48209,78638
Hemphill,48211,1470
Henderson,48213,18514
Hidalgo,48215,267540
Hill,48217,10208
Hockley,48219,9427
Hood,48221,15035
Hopkins,48223,8729
Houston,48225,4999
Howard,48227,8037
Hudspeth,48229,1173
Hunt,48231,19830
Hutchinson,48233,7643
Irion,48235,605
Jack,48237,1665
Jackson,48239,3984
Jasper,48241,8230
Jeff Davis,48243,277
Jefferson,48245,63140
Jim Hogg,48247,3803
Jim Wells,48249,14204
Johnson,48251,52170
Jones,48253,5349
Karnes,48255,6403
Kaufman,48257,42689
Kendall,48259,9819
Kenedy,48261,104
Kent,48263,223
Kerr,48265,11066
Kimble,48267,937
King,48269,56
Kinney,48271,831
Kleberg,48273,9277
Knox,48275,655
La Salle,48283,2596
Lamar,48277,15254
Lamb,48279,5136
Lampasas,48281,6386
Lavaca,48285,4905
Lee,48287,5244
Leon,48289,4316
Liberty,48291,22249
Limestone,48293,6113
Lipscomb,48295,810
Live Oak,48297,2427
Llano,48299,5118
Loving,48301,403
Lubbock,48303,113416
Lynn,48305,1706
Madison,48313,4323
Marion,48315,2039
Martin,48317,1410
Mason,48319,1057
Matagorda,48321,10315
Maverick,48323,24173
McCulloch,48307,1945
McLennan,48309,75180
McMullen,48311,186
Medina,48325,12171
Menard,48327,658
Midland,48329,48011
Milam,48331,6012
Mills,48333,1622
Mitchell,48335,2116
Montague,48337,5374
Montgomery,48339,172042
Moore,48341,6336
Morris,48343,3019
Motley,48345,325
Nacogdoches,48347,14990
Navarro,48349,14479
Newton,48351,1754
Nolan,48353,3559
Nueces,48355,114345
Ochiltree,48357,2674
Oldham,48359,650
Orange,48361,17268
Palo Pinto,48363,8055
Panola,48365,5786
Parker,48367,40420
Parmer,48369,2685
Pecos,48371,3633
Pending County Assignment,48999,65
Polk,48373,9366
Potter,48375,43428
Presidio,48377,1214
Rains,48379,2271
Randall,48381,46929
Reagan,48383,997
Real,48385,1022
Red River,48387,2770
Reeves,48389,5635
Refugio,48391,2295
Roberts,48393,197
Robertson,48395,5385
Rockwall,48397,31736
Runnels,48399,2755
Rusk,48401,12710
Sabine,48403,1535
San Augustine,48405,1219
San Jacinto,48407,6731
San Patricio,48409,14571
San Saba,48411,1500
Schleicher,48413,600
Scurry,48415,6149
Shackelford,48417,1099
Shelby,48419,5395
Sherman,48421,540
Smith,48423,57149
Somervell,48425,2230
Starr,48427,24205
Stephens,48429,2133
Sterling,48431,329
Stonewall,48433,423
Sutton,48435,940
Swisher,48437,2681
Tarrant,48439,686734
Taylor,48441,44269
Terrell,48443,140
Terry,48445,2939
Throckmorton,48447,296
Titus,48449,10297
Tom Green,48451,41024
Travis,48453,297557
Trinity,48455,3259
Tyler,48457,5182
Unknown,,1809
Upshur,48459,9098
Upton,48461,963
Uvalde,48463,11537
Val Verde,48465,15867
Van Zandt,48467,12759
Victoria,48469,23208
Walker,48471,22492
Waller,48473,11632
Ward,48475,3319
Washington,48477,11030
Webb,48479,111713
Wharton,48481,11563
Wheeler,48483,1351
Wichita,48485,41263
Wilbarger,48487,4254
Willacy,48489,8756
Williamson,48491,170373
Wilson,48493,12836
Winkler,48495,2222
Wise,48497,19668
Wood,48499,9809
Yoakum,48501,1647
Young,48503,4485
Zapata,48505,4511
Zavala,48507,4537
Beaver,49001,1813
Box Elder,49003,16049
Cache,49005,41658
Carbon,49007,6061
Daggett,49009,168
Davis,49011,119821
Duchesne,49013,5083
Emery,49015,2959
Garfield,49017,1110
Grand,49019,2795
Iron,49021,16596
Juab,49023,3292
Kane,49025,1607
Millard,49027,3683
Morgan,49029,3240
Piute,49031,355
Rich,49033,381
Salt Lake,49035,409880
San Juan,49037,5134
Sanpete,49039,9021
Sevier,49041,6047
Summit,49043,15961
Tooele,49045,25044
Uintah,49047,9514
Unknown,,5935
Utah,49049,226109
Wasatch,49051,12214
Washington,49053,51083
Wayne,49055,537
Weber,49057,86023
Addison,50001,6985
Bennington,50003,12281
Caledonia,50005,6536
Chittenden,50007,39803
Essex,50009,1463
Franklin,50011,11736
Grand Isle,50013,1298
Lamoille,50015,4363
Orange,50017,5135
Orleans,50019,7161
Rutland,50021,17156
Unknown,,3371
Washington,50023,14267
Windham,50025,8950
Windsor,50027,11767
St. Croix,78010,12960
St. John,78020,1046
St. Thomas,78030,10750
Unknown,,24
Accomack,51001,9090
Albemarle,51003,25359
Alexandria city,51510,45526
Alleghany,51005,4545
Amelia,51007,3572
Amherst,51009,9610
Appomattox,51011,5006
Arlington,51013,66635
Augusta,51015,24441
Bath,51017,1082
Bedford,51019,22143
Bland,51021,2382
Botetourt,51023,9975
Bristol city,51520,6162
Brunswick,51025,4083
Buchanan,51027,6173
Buckingham,51029,4977
Buena Vista city,51530,2322
Campbell,51031,17669
Caroline,51033,9028
Carroll,51035,9763
Charles City,51036,1713
Charlotte,51037,3424
Charlottesville city,51540,12449
Chesapeake city,51550,64263
Chesterfield,51041,99950
Clarke,51043,3487
Colonial Heights city,51570,6319
Covington city,51580,1902
Craig,51045,1451
Culpeper,51047,14390
Cumberland,51049,1838
Danville city,51590,14725
Dickenson,51051,4881
Dinwiddie,51053,7501
Emporia city,51595,1658
Essex,51057,2834
Fairfax,51059,261138
Fairfax city,51600,2727
Falls Church city,51610,3508
Fauquier,51061,16610
Floyd,51063,3710
Fluvanna,51065,6886
Franklin,51067,14115
Franklin city,51620,2686
Frederick,51069,26680
Fredericksburg city,51630,7242
Galax city,51640,3280
Giles,51071,5271
Gloucester,51073,9634
Goochland,51075,5764
Grayson,51077,5650
Greene,51079,5080
Greensville,51081,3905
Halifax,51083,9649
Hampton city,51650,38663
Hanover,51085,29045
Harrisonburg city,51660,15240
Henrico,51087,91107
Henry,51089,16032
Highland,51091,496
Hopewell city,51670,7830
Isle of Wight,51093,9205
James City,51095,21242
King George,51099,6892
King William,51101,4719
King and Queen,51097,1473
Lancaster,51103,2331
Lee,51105,8456
Lexington city,51678,2729
Loudoun,51107,97704
Louisa,51109,8927
Lunenburg,51111,3373
Lynchburg city,51680,24332
Madison,51113,3166
Manassas Park city,51685,4897
Manassas city,51683,11859
Martinsville city,51690,4554
Mathews,51115,2061
Mecklenburg,51117,7887
Middlesex,51119,2525
Montgomery,51121,25077
Nelson,51125,3249
New Kent,51127,5964
Newport News city,51700,49783
Norfolk city,51710,54000
Northampton,51131,2905
Northumberland,51133,2712
Norton city,51720,1616
Nottoway,51135,5676
Orange,51137,9176
Page,51139,7051
Patrick,51141,4979
Petersburg city,51730,10219
Pittsylvania,51143,19107
Poquoson city,51735,2975
Portsmouth city,51740,26646
Powhatan,51145,6375
Prince Edward,51147,6800
Prince George,51149,11579
Prince William,51153,127883
Pulaski,51155,10937
Radford city,51750,5199
Rappahannock,51157,1366
Richmond,51159,2920
Richmond city,51760,61668
Roanoke,51161,28332
Roanoke city,51770,28317
Rockbridge,51163,5188
Rockingham,51165,19098
Russell,51167,9470
Salem city,51775,7295
Scott,51169,7687
Shenandoah,51171,13999
Smyth,51173,12077
Southampton,51175,4490
Spotsylvania,51177,35335
Stafford,51179,42087
Staunton city,51790,7831
Suffolk city,51800,24417
Surry,51181,1428
Sussex,51183,2921
Tazewell,51185,13916
Unknown,,2494
Virginia Beach city,51810,115621
Warren,51187,11476
Washington,51191,18178
Waynesboro city,51820,7538
Westmoreland,51193,4338
Williamsburg city,51830,2319
Winchester city,51840,8162
Wise,51195,13941
Wythe,51197,9691
York,51199,13818
Adams,53001,5647
Asotin,53003,5606
Benton,53005,62042
Chelan,53007,24172
Clallam,53009,15809
Clark,53011,111985
Columbia,53013,751
Cowlitz,53015,27341
Douglas,53017,13333
Ferry,53019,1825
Franklin,53021,36835
Garfield,53023,503
Grant,53025,32822
Grays Harbor,53027,20465
Island,53029,13800
Jefferson,53031,4899
King,53033,549958
Kitsap,53035,52668
Kittitas,53037,10399
Klickitat,53039,4321
Lewis,53041,20865
Lincoln,53043,2680
Mason,53045,15817
Okanogan,53047,10644
Pacific,53049,4853
Pend Oreille,53051,2979
Pierce,53053,245461
San Juan,53055,1994
Skagit,53057,28814
Skamania,53059,1798
Snohomish,53061,205340
Spokane,53063,154266
Stevens,53065,10107
Thurston,53067,63339
Unknown,,2024
Wahkiakum,53069,640
Walla Walla,53071,19032
Whatcom,53073,49230
Whitman,53075,10115
Yakima,53077,83734
Barbour,54001,5974
Berkeley,54003,45181
Boone,54005,8730
Braxton,54007,4995
Brooke,54009,6303
Cabell,54011,34011
Calhoun,54013,2265
Clay,54015,2717
Doddridge,54017,2506
Fayette,54019,16797
Gilmer,54021,2538
Grant,54023,4824
Greenbrier,54025,12903
Hampshire,54027,7326
Hancock,54029,8411
Hardy,54031,5726
Harrison,54033,26120
Jackson,54035,8807
Jefferson,54037,18459
Kanawha,54039,59239
Lewis,54041,6972
Lincoln,54043,7288
Logan,54045,12944
Marion,54049,20364
Marshall,54051,11225
Mason,54053,8945
McDowell,54047,7475
Mercer,54055,23430
Mineral,54057,10268
Mingo,54059,10010
Monongalia,54061,31434
Monroe,54063,5911
Morgan,54065,5229
Nicholas,54067,9376
Ohio,54069,13888
Pendleton,54071,2361
Pleasants,54073,2504
Pocahontas,54075,2571
Preston,54077,11090
Putnam,54079,20885
Raleigh,54081,30655
Randolph,54083,12101
Ritchie,54085,3046
Roane,54087,4510
Summers,54089,3878
Taylor,54091,5961
Tucker,54093,2444
Tyler,54095,2729
Upshur,54097,8979
Wayne,54099,11718
Webster,54101,2863
Wetzel,54103,5466
Wirt,54105,1742
Wood,54107,28053
Wyoming,54109,9709
Adams,55001,5844
Ashland,55003,4160
Barron,55005,16116
Bayfield,55007,4386
Brown,55009,102960
Buffalo,55011,4190
Burnett,55013,5139
Calumet,55015,16911
Chippewa,55017,22207
Clark,55019,9049
Columbia,55021,19636
Crawford,55023,5354
Dane,55025,179080
Dodge,55027,32944
Door,55029,8771
Douglas,55031,14459
Dunn,55033,15594
Eau Claire,55035,36626
Florence,55037,1347
Fond du Lac,55039,39207
Forest,55041,3335
Grant,55043,15481
Green,55045,11631
Green Lake,55047,6373
Iowa,55049,6883
Iron,55051,1815
Jackson,55053,6934
Jefferson,55055,26899
Juneau,55057,9411
Kenosha,55059,56561
Kewaunee,55061,6836
La Crosse,55063,43615
Lafayette,55065,4434
Langlade,55067,6754
Lincoln,55069,9023
Manitowoc,55071,25154
Marathon,55073,49419
Marinette,55075,14543
Marquette,55077,4640
Menominee,55078,2407
Milwaukee,55079,341100
Monroe,55081,14753
Oconto,55083,13362
Oneida,55085,10934
Outagamie,55087,64578
Ozaukee,55089,27834
Pepin,55091,2303
Pierce,55093,13508
Polk,55095,15142
Portage,55097,22837
Price,55099,4070
Racine,55101,71269
Richland,55103,4983
Rock,55105,55298
Rusk,55107,4181
Sauk,55111,20954
Sawyer,55113,6052
Shawano,55115,14325
Sheboygan,55117,39387
St. Croix,55109,30660
Taylor,55119,5783
Trempealeau,55121,9935
Vernon,55123,7666
Vilas,55125,6501
Walworth,55127,33325
Washburn,55129,5033
Washington,55131,46822
Waukesha,55133,139624
Waupaca,55135,16345
Waushara,55137,7654
Winnebago,55139,63832
Wood,55141,26987
Albany,56001,11563
Big Horn,56003,3080
Campbell,56005,13888
Carbon,56007,5020
Converse,56009,3677
Crook,56011,1575
Fremont,56013,16812
Goshen,56015,4626
Hot Springs,56017,1441
Johnson,56019,2362
Laramie,56021,31588
Lincoln,56023,4904
Natrona,56025,25809
Niobrara,56027,864
Park,56029,7700
Platte,56031,2277
Sheridan,56033,9977
Sublette,56035,2312
Sweetwater,56037,12499
Teton,56039,12130
Uinta,56041,6401
Washakie,56043,2749
Weston,56045,1905
Autauga,1001,19759
Baldwin,1003,69767
Barbour,1005,7474
Bibb,1007,8087
Blount,1009,18673
Bullock,1011,3025
Butler,1013,6538
Calhoun,1015,41338
Chambers,1017,10846
Cherokee,1019,6750
Chilton,1021,12983
Choctaw,1023,2257
Clarke,1025,8544
Clay,1027,5156
Cleburne,1029,4423
Coffee,1031,17155
Colbert,1033,21263
Conecuh,1035,3599
Coosa,1037,3767
Covington,1039,11794
Crenshaw,1041,4733
Cullman,1043,31488
Dale,1045,16483
Dallas,1047,10990
DeKalb,1049,22501
Elmore,1051,29790
Escambia,1053,12361
Etowah,1055,34193
Fayette,1057,5876
Franklin,1059,12015
Geneva,1061,7954
Greene,1063,2302
Hale,1065,5717
Henry,1067,5851
Houston,1069,32598
Jackson,1071,18348
Jefferson,1073,238320
Lamar,1075,4733
Lauderdale,1077,30376
Lawrence,1079,9383
Lee,1081,47576
Limestone,1083,32113
